461 	116.15 	6.77
462 	116.3 	4.44
463 	116.59 	6.91
464 	116.64 	7.71
465 	117.34 	2.14
466 	117.73 	0.29
467 	117.88 	-1.1
468 	118.73 	5.39
469 	119.13 	4.03
470 	119.09 	6.8
471 	119.8 	5.66
472 	120.13 	5.57
473 	120.37 	5.47
474 	120.85 	5.31
475 	120.85 	5.6
476 	121.11 	5.6
477 	121.25 	5.08
478 	121.41 	5.86
479 	124.21 	8.29
480 	124.86 	5.8
481 	125.13 	5.8
482 	125.56 	7.7
483 	125.81 	5.88
484 	125.84 	7.7
485 	126.85 	5.15
486 	127.53 	7.1
487 	127.9 	5.8
488 	128.61 	5.04
489 	128.55 	7.67
490 	128.74 	5.88
491 	128.82 	7.66
492 	129.62 	5.3
493 	129.79 	5.59
494 	130.04 	5.6
495 	130.02 	5.9
496 	130.51 	7.05
497 	130.78 	7.05
498 	132.82 	8.88
499 	132.98 	8.38
500 	133.17 	7.66
501 	135.27 	5.28
502 	135.65 	5.55
503 	136.15 	5.78
504 	136.72 	-0.67
505 	137.04 	0.86
506 	137.78 	4.52
507 	138.48 	5.75
508 	140.04 	-1.08
509 	141.28 	7.94
510 	144.78 	-1.21
511 	150.23 	-0.57
512 	156.05 	8.18
513 	161.35 	-0.79
514 	208.74 	2.13
515 	202.5 	-0.72
516 	200.17 	2.01
517 	199.94 	2.04
518 	199.93 	2.36
519 	187.88 	9.05
520 	176.48 	2.26
521 	173.93 	2
522 	173.48 	2.27
523 	172.41 	0.6
524 	171.75 	2.06
525 	166.41 	1.96
526 	163.83 	1.87
527 	162.46 	1.89
528 	162.33 	1.86
529 	156.93 	4.08
530 	156.3 	2.18
531 	155.02 	1.42
532 	153.51 	3.77
533 	153.1 	3.86
534 	153.1 	6.57
535 	152.65 	3.89
536 	152.45 	6.56
537 	152.44 	4.05
538 	152.44 	3.85
539 	152.43 	3.87
540 	152.28 	3.88
541 	151.79 	3.9
542 	151.6 	3.87
543 	150.92 	4
544 	149.63 	6.81
545 	149.61 	3.88
546 	147.28 	1.29
547 	147.27 	0.99
548 	147.07 	2.03
549 	146.86 	3.79
550 	146.72 	3.83
551 	146.2 	3.82
552 	146.2 	3.87
553 	146.2 	0.98
554 	146.2 	1.29
555 	146.01 	7.87
556 	146 	8.02
557 	145.99 	6.77
558 	145.96 	3.86
559 	145.87 	3.83
560 	145.86 	3.88
561 	145.77 	7.87
562 	145.6 	3.86
563 	145.48 	8.02
564 	145.29 	7.87
565 	145.28 	6.79
566 	145.1 	8
567 	144.96 	3.59
568 	144.9 	3.63
569 	144.9 	6.57
570 	144.89 	3.86
571 	144.51 	1.13
572 	144.49 	6.55
573 	144.49 	3.61
574 	143.86 	6.83
575 	143.06 	3.56
576 	143.06 	1.04
577 	143.04 	1.02
578 	142.98 	3.66
579 	142.97 	6.75
580 	142.78 	3.58
581 	142.75 	3.69
582 	142.43 	6.61
583 	142.41 	3.57
584 	142.35 	3.67
585 	142.35 	6.68
586 	138.47 	1.2
587 	136.98 	1.2
588 	136.32 	1.29
589 	135.04 	1.28
590 	134.83 	1.56
591 	134.37 	1.75
592 	132.87 	6.29
593 	130.7 	2.99
594 	130.09 	2.74
595 	129.96 	1.97
596 	129.02 	7.87
597 	127.52 	8.01
598 	127.51 	2.84
599 	127.08 	8.02
600 	126.67 	1.87
601 	126.22 	7.87
602 	125.81 	1.86
603 	125.79 	1.89
604 	125.13 	1.96
605 	124.29 	1.56
606 	123.62 	2.98
607 	123.57 	6.78
608 	123.32 	6.79
609 	123.21 	6.77
610 	123.21 	8.02
611 	122.78 	6.58
612 	91.29 	0.95
613 	89.69 	0.97
614 	86.9 	1.24
615 	86.9 	1.42
616 	84.65 	1.34
617 	80.68 	1.15
618 	78.74 	1.02
619 	78.74 	1.87
620 	78.74 	0.98
621 	77.86 	1.26
622 	77.35 	1.21
623 	77.23 	7.11
624 	77.23 	7.37
625 	76.57 	1.27
626 	75.94 	1.2
627 	75.73 	0.89
628 	75.29 	0.86
629 	75.29 	0.9
630 	75.28 	0.94
631 	75.22 	1.54
632 	75.09 	0.88
633 	75.08 	1.25
634 	74.57 	1.28
635 	74.44 	1.14
636 	74.44 	1.23
637 	74.38 	4.27
638 	74.23 	1.19
639 	74.23 	1.11
640 	73.79 	1.22
641 	73.58 	1.05
642 	73.38 	1.19
643 	73.37 	1.11
644 	73.36 	1.15
645 	73.35 	1.23
646 	73.34 	1.55
647 	73.34 	3.81
648 	73.34 	1.25
649 	73.14 	1.34
650 	72.72 	1.24
651 	72.53 	1.12
652 	72.28 	1.29
653 	72.28 	1.17
654 	72.26 	0.9
655 	72.26 	0.92
656 	72.25 	1.14
657 	72.07 	1.05
658 	71.91 	1.14
659 	71.85 	3.44
660 	71.85 	0.95
661 	71.84 	1.27
662 	71.65 	1.25
663 	71.6 	1.16
664 	71.43 	1.19
665 	71.41 	1.27
666 	70.77 	1.22
667 	69.95 	1.16
668 	69.65 	1.19
669 	69.48 	1.05
670 	69.26 	1.2
671 	68.84 	1.18
672 	68.2 	1.42
673 	66.53 	1.29
674 	64.34 	3.44
675 	59.57 	1.07
676 	59.55 	1.38
677 	56.81 	0.64
678 	55.98 	0.64
679 	55.52 	1.89
680 	55.52 	0.93
681 	55.52 	2.04
682 	55.51 	1
683 	55.45 	1.86
684 	53.17 	3.62
685 	53.16 	2.97
686 	53.16 	3.09
687 	53.16 	2.84
688 	52.94 	2.62
689 	51.22 	2.01
690 	51.22 	0.98
691 	51.21 	1.03
692 	51.21 	1.96
693 	51.02 	6.85
694 	50.15 	0.97
695 	49.69 	1.02
696 	49.65 	0.98
697 	48.22 	1.15
698 	47.76 	1.15
699 	47.33 	0.93
700 	47.32 	1
701 	47.07 	1.03
702 	47.05 	0.98
703 	45.85 	0.77
704 	42.34 	0.64
705 	41.76 	1.11
706 	41.76 	1.15
707 	41.75 	1.26
708 	41.13 	0.98
709 	41.12 	1.02
710 	41.12 	0.95
711 	40.9 	1.13
712 	40.89 	1.16
713 	39.73 	0.64
714 	39.64 	1.56
715 	39.43 	0.83
716 	38.97 	0.82
717 	38.77 	1.13
718 	38.76 	1.18
719 	38.34 	0.88
720 	38.12 	1.38
721 	38.12 	1.07
722 	37.63 	1.25
723 	37.45 	0.81
724 	37.25 	0.97
725 	37.25 	1.42
726 	37.07 	0.8
727 	37.07 	0.9
728 	36.4 	6.3
729 	36.23 	1.03
730 	36.22 	0.98
731 	36.18 	0.93
732 	36.18 	1
733 	36.18 	1.22
734 	34.68 	7.22
735 	34.49 	1.2
736 	34.36 	0.98
737 	34.04 	6.77
738 	33.61 	1.53
739 	33.6 	1.14
740 	33.6 	1.25
741 	33.4 	1.22
742 	33.37 	1.29
743 	33.18 	6.79
744 	32.75 	0.8
745 	32.75 	0.95
746 	32.64 	1.19
747 	32.59 	0.9
748 	32.55 	0.85
749 	32.27 	1.16
750 	31.89 	1.25
751 	31.89 	1.22
752 	31.89 	0.84
753 	31.67 	0.88
754 	31.66 	1.54
755 	31.24 	1.38
756 	31.24 	1.07
757 	30.81 	1.2
758 	29.98 	1.01
759 	29.97 	1.04
760 	29.75 	1.98
761 	29.74 	1.22
762 	29.74 	1.14
763 	29.52 	0.99
764 	29.14 	2.26
765 	29.13 	1.57
766 	29.13 	0.78
767 	29.1 	1.34
768 	29.1 	1.77
769 	29.09 	1.28
770 	28.89 	0.86
771 	28.87 	2.37
772 	28.86 	1.03
773 	28.77 	1.29
774 	28.02 	1.17
775 	28.01 	0.83
776 	27.81 	2.36
777 	27.81 	0.93
778 	27.59 	1.13
779 	27.36 	1.11
780 	27.17 	0.98
781 	27.16 	1
782 	27.16 	5.31
783 	27.15 	1.14
784 	26.73 	1.15
785 	26.51 	6.58
786 	26.31 	1.15
787 	25.76 	1.18
788 	24.91 	2.27
789 	24.55 	1.23
790 	24.32 	2.32
791 	24.21 	1.19
792 	24.15 	1.15
793 	24.15 	1.03
794 	23.94 	1.11
795 	23.72 	0.88
796 	23.72 	4.17
797 	22.96 	0.95
798 	22.84 	0.98
799 	22.65 	0.82
800 	22.65 	0.84
801 	22.6 	1.05
802 	21.35 	3.82
803 	21.34 	0.98
804 	21.13 	1.02
805 	20.32 	0.91
806 	19.84 	0.78
807 	19.84 	10.06
808 	19.26 	0.95
809 	19.21 	3.43
810 	19.2 	0.88
811 	18.99 	0.8
812 	17.7 	1.64
813 	17.52 	0.95
814 	17.52 	0.91
815 	16.83 	0.92
816 	16.65 	0.89
817 	16.2 	-1.09
818 	15.96 	1.91
819 	15.95 	0.86
820 	15.76 	0.88
821 	15.76 	0.91
822 	15.34 	0.93
823 	14.09 	1.25
824 	6.1 	0.22
825 	4.38 	3.97
826 	0.98 	0.04
827 	0.98 	-0.04
828 	0.98 	0.11
829 	-7.21 	5.98
830	136.43	5.79
831	135.18	2.53
832	134.71	2.53
833	130.95	7.5
834	129.91	5.93
835	128.63	7.68
836	125.78	5.88
837	125.17	5.8
838	118.97	6.81
839	114.51	6.79
840	114.22	6.77
841	113.78	6.78
842	113.6	6.67
843	113.3	6.45
844	111.73	8.02
845	111.4	6.68
846	111.39	6.84
847	111.27	6.7
848	110.93	8.08
849	110.93	6.83
850	110.93	6.68
851	110.44	6.56
852	110.39	7.86
853	110.08	4.73
854	110.08	4.81
855	109.95	6.56
856	109.89	7.87
857	109.61	4.73
858	109.59	4.81
859	104.02	4.75
860	104.02	4.9
861	103.53	4.9
862	103.53	4.75
863	77.95	7.24
864	77.23	7.24
865	74.93	3.75
866	73.73	3.83
867	73.25	3.83
868	72.99	3.52
869	70.45	3.61
870	70.18	3.72
871	69.76	3.55
872	69.71	3.61
873	69.22	4.2
874	69.2	3.66
875	68.25	3.52
876	66.97	3.99
877	66.55	3.99
878	64.11	3.66
879	63.39	3.67
880	63.33	4.2
881	62.17	3.67
882	62.14	3.78
883	62.08	3.69
884	61.65	3.67
885	60.58	3.56
886	60.2	3.63
887	60.2	3.61
888	60.15	3.66
889	60.09	3.56
890	59.73	3.63
891	59.55	1.38
892	57.63	3.46
893	57.2	3.47
894	56.38	3.88
895	56.18	3.76
896	56.06	4.05
897	56.05	3.86
898	56.05	3.83
899	55.9	3.79
900	55.85	3.88
901	55.57	3.86
902	55.57	3.83
903	48.3	3.11
904	47.35	2.04
905	42.24	2.62
906	41.9	2.83
907	41.87	3.25
908	41.74	2.62
909	41.43	2.83
910	40.63	2.73
911	38.34	1.55
912	34.2	1.58
913	34.17	4.02
914	34.17	2.27
915	33.86	3.5
916	33.86	1.63
917	33.84	2.32
918	33.73	2.26
919	33.71	1.58
920	33.56	1.76
921	33.39	3.5
922	33.36	1.63
923	32.9	0.96
924	32.86	1.97
925	32.42	0.96
926	31.87	1.22
927	31.25	1.08
928	31.22	1.18
929	30.82	1.22
930	29.62	1.11
931	29.62	1.22
932	29.61	1.29
933	29.56	0.85
934	29.4	1.98
935	29.06	1.3
936	29.06	0.98
937	28.89	1.98
938	28.87	1.23
939	28.76	1.27
940	28.58	0.98
941	28.56	1.3
942	28.11	1
943	27.77	1.16
944	27.73	1.18
945	27.64	1
946	27.46	0.93
947	27.46	1.03
948	27.36	1.15
949	27.11	1.42
950	26.99	0.93
951	26.97	1.03
952	26.67	1.15
953	26.61	1.42
954	26.58	1.13
955	26.4	1.21
956	25.81	1.65
957	25.35	1.64
958	25.17	1.98
959	24.84	1.19
960	24.81	1.96
961	24.78	5.8
962	24.6	1.11
963	24.46	1.16
964	24.33	1.96
965	24.17	0.98
966	24.17	0.95
967	24.17	1.23
968	24.1	1.11
969	23.88	1.25
970	23.87	1.27
971	23.81	1.2
972	23.8	1.18
973	23.77	1.2
974	23.7	0.98
975	23.57	1.64
976	23.54	4.05
977	23.53	1.86
978	23.51	1.89
979	23.08	1.64
980	22.93	0.84
981	22.89	1.02
982	22.58	1.06
983	22.51	1.25
984	22.43	0.84
985	22.4	1.02
986	21.91	1.29
987	21.71	1.26
988	21.25	0.99
989	21.21	1.26
990	21.02	1.76
991	21.02	2.01
992	20.99	2.06
993	20.6	1.15
994	20.54	2.01
995	20.53	1.76
996	20.5	2.07
997	19.96	1.35
998	19.35	0.97
999	19.05	1.87
1000	19.01	1.76
1001	18.97	1.32
1002	18.57	1.87
1003	17.8	0.95
1004	17.79	1.56
1005	17.33	0.95
1006	16.81	0.89
1007	16.46	1.31
1008	16.34	0.89
1009	16.2	1.57
1010	15.86	0.86
1011	15.85	0.91
1012	15.71	1.56
1013	15.36	0.91
1014	15.35	0.86
1015	15.1	0.89
1016	14.95	0.96
1017	14.26	0.87
1018	14.24	0.84
1019	14.24	1.22
1020	13.82	0.88
1021	13.76	0.84
1022	13.76	1.22
1023	11.98	0.64
1024	11.51	0.64
1025	11.27	1.22
1026	10.99	0.88
1027	8.07	1.12
1028	3.3	4.72
1029	1.41	0.05
1030	1	0.07
1031	1	0.04
1032	0.52	0.04
1033	-2.14	0.04
